ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Water discharge (m^3/yr),Water discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr),Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (tonne/yr),Sediment Yield of Particles Under 0.016 mm per area (kg/ha/yr)
lt_Watershed_8_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_8,160.26,1925546,1201.51379,1202052,750.0636466,18.4,114.8134282,41.4,258.3302134,59.9,373.7676276,1.004,55.3,0.345064271,0.1617,9.68583,60.43822538
lt_Watershed_7_Ward_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_7_Ward,2314.23,30688326,1326.070702,19667621,849.8559348,16713.4,7222.013369,15484.9,6691.167256,7818.1,3378.272687,0.243,6373.8,2.754177415,0.237,1852.8897,800.6506268
lt_Watershed_10_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_10,1309.41,15380623,1174.622387,8188113,625.3284304,959.6,732.8491458,320.6,244.8430973,734.1,560.6341788,0.573,1145.6,0.874897855,0.1777,130.44957,99.62469356
lt_Watershed_9_Blackwood_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_9_Blackwood,2671.07,37575749,1406.767662,25026306,936.9393539,47449.4,17764.19188,5072.6,1899.089129,10087.1,3776.426675,0.192,8208.8,3.073225337,0.3466,3496.18886,1308.909486
lt_Watershed_11_General_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_11_General,1819.7,22100076,1214.490081,13880090,762.7680387,1040,571.5227785,634.6,348.7388031,364.4,200.2527889,0.218,373.5,0.205253613,0.363,132.2772,72.69176238
lt_Watershed_12_Meeks_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_12_Meeks,1981.45,23568024,1189.433193,13260817,669.2481264,2245.5,1133.260996,403.7,203.7396856,272.7,137.6264857,0.103,157683.1,79.57965127,0.3052,83.22804,42.00360342
lt_Watershed_20_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_20,877.52,8733199,995.2136703,4508684,513.7984319,1703.9,1941.722126,199.3,227.1173307,1032,1176.041572,0.542,854.5,0.97376698,0.2485,256.452,292.2463306
lt_Watershed_13_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_13,211.44,2173747,1028.06801,1446623,684.1765986,95.5,451.6647749,43.3,204.7862278,138.8,656.4510026,1,119.8,0.566590995,0.099,13.7412,64.98864926
lt_Watershed_14_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_14,246.15,2690698,1093.113142,1437355,583.9345927,25.7,104.4078814,58.7,238.4724761,84.7,344.0991265,1.003,76.4,0.31037985,0.1491,12.62877,51.30517977
lt_Watershed_15_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_15,149.32,1489562,997.5636218,766260,513.1663541,6,40.18215912,24.3,162.7377444,30.4,203.5896062,1.003,29,0.194213769,0.1672,5.08288,34.04018216
lt_Watershed_16_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_16,295.18,2955582,1001.281252,1541590,522.2542178,13.6,46.07358222,52.1,176.5024731,65.2,220.8821736,0.993,61.9,0.209702554,0.164,10.6928,36.22467647
lt_Watershed_17_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_17,386.9,3754816,970.4874645,1731088,447.4251745,43,111.1398294,62.1,160.5065909,101.1,261.3078315,0.962,92,0.237787542,0.1394,14.09334,36.42631171
lt_Watershed_18_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_18,1647.08,20362331,1236.268487,10999945,667.845217,2164.7,1314.265245,420.8,255.4824295,488.9,296.8283265,0.189,96259068.7,58442.2546,0.2009,98.22001,59.63281079
lt_Watershed_19_SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_landisFuels_obs_cli,lt_Watershed_19,845.73,10312303,1219.337495,5243620,620.0111147,1564.8,1850.235891,176.5,208.6954465,171.6,202.9016353,0.099,206.9,0.244640725,0.2539,43.56924,51.5167252
lt_Watershed_1_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_1,262.83,2545386,968.4533729,1334878,507.8864665,498.7,1897.424191,42.8,162.8429023,472.4,1797.35951,0.872,385.1,1.465205646,0.1123,53.05052,201.843473
lt_Watershed_2_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_2,110.68,1071907,968.473979,527449,476.5531261,60,542.103361,10.5,94.86808818,70.3,635.164438,0.997,58.9,0.532164799,0.1094,7.69082,69.48698952
lt_Watershed_3_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_3,188.22,2203387,1170.644459,1218230,647.2372755,196.8,1045.584954,43.9,233.2377006,230.9,1226.755924,0.959,191.3,1.01636383,0.124,28.6316,152.1177346
lt_Watershed_5_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_5,268.63,3144627,1170.616461,1857242,691.3754979,845.5,3147.451885,61,227.0781372,831.1,3093.846555,0.917,674.5,2.510888583,0.1059,88.01349,327.6383501
lt_Watershed_4_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_4,1345.08,15745903,1170.629479,8913037,662.6399173,2869.2,2133.107324,426.4,317.0071669,2396.3,1781.529723,0.727,1987.8,1.477830315,0.1402,335.96126,249.7704672
lt_Watershed_6_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_6,122.51,1434095,1170.594237,889802,726.309689,393.4,3211.166435,20,163.2519794,426.1,3478.083422,1.031,346.2,2.825891764,0.0929,39.58469,323.1139499
lt_Watershed_8_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_8,160.26,2278195,1421.561837,1535675,958.2397354,165.4,1032.072882,44.2,275.801822,203.4,1269.18757,0.97,171.6,1.070760015,0.12,24.408,152.3025084
lt_Watershed_7_Ward_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_7_Ward,2314.23,47261782,2042.22493,34372682,1485.275102,45340.5,19592.04573,88923.6,38424.70282,20243.6,8747.445155,0.151,16384.9,7.080065508,0.4037,8172.34132,3531.343609
lt_Watershed_10_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_10,1309.41,22189929,1694.65095,13414832,1024.494391,3783.4,2889.392933,799.7,610.7330783,1587.5,1212.378094,0.346,1381.8,1.055284441,0.2517,399.57375,305.1555662
lt_Watershed_9_Blackwood_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_9_Blackwood,2671.07,55831750,2090.239118,41269832,1545.067407,111969.6,41919.38062,122839.3,45988.7985,28242.7,10573.55292,0.12,22814,8.541146432,0.3703,10458.27181,3915.386647
lt_Watershed_11_General_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_11_General,1819.7,26939590,1480.441282,18385135,1010.338792,3699.6,2033.082376,730.3,401.3298895,816.5,448.7003352,0.184,1319.4,0.725064571,0.3257,265.93405,146.1416992
lt_Watershed_12_Meeks_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_12_Meeks,1981.45,21910635,1105.787933,12527081,632.2178708,3151,1590.249565,351.1,177.1934694,630.7,318.3022534,0.18,36158.9,18.24870676,0.2274,143.42118,72.38193242
lt_Watershed_13_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_13,211.44,2338062,1105.780363,1556637,736.2074347,261.1,1234.865683,43,203.3673855,293.4,1387.627696,0.965,245.1,1.159194098,0.0787,23.09058,109.2062997
lt_Watershed_14_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_14,246.15,2721934,1105.802966,1463445,594.5338208,114.9,466.7885436,55,223.4409913,144.6,587.4466789,0.851,199.9,0.812106439,0.1187,17.16402,69.72992078
lt_Watershed_15_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_15,149.32,1584104,1060.87865,809404,542.0600054,40.1,268.5507635,23.3,156.0407179,63.8,427.270292,1.007,56.1,0.375703188,0.111,7.0818,47.42700241
lt_Watershed_16_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_16,295.18,3131486,1060.873365,1581958,535.9299411,103.7,351.3110644,48.7,164.9840775,150,508.1645098,0.984,130.4,0.441764347,0.0991,14.865,50.35910292
lt_Watershed_17_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_17,386.9,4104609,1060.896614,1930228,498.8958387,191.7,495.4768674,61.3,158.4388731,242.6,627.0354097,0.959,206.3,0.533212716,0.0886,21.49436,55.5553373
lt_Watershed_18_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_18,1647.08,29719187,1804.356012,19063315,1157.400673,8440.6,5124.584112,587.3,356.5704155,2264.1,1374.614469,0.251,353238.7,214.4635962,0.1866,422.48106,256.50306
lt_Watershed_19_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_19,845.73,10652018,1259.505752,5404121,638.9889208,1967,2325.801379,173.6,205.2664562,375.7,444.2316106,0.176,606.9,0.717604909,0.2019,75.85383,89.69036217
lt_Watershed_20_SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,SimFire.2020.ki5krcs.chn_12_landisFuels_fut_cli_A2,lt_Watershed_20,877.52,11052482,1259.513401,6109439,696.2164965,4050.9,4616.305041,218,248.4273863,2657,3027.851217,0.622,2162.3,2.464103382,0.2356,625.9892,713.3617467
lt_Watershed_20_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_20,877.52,8733199,995.2136703,3745504,426.8283344,341.8,389.5067919,187.5,213.6703437,272.9,310.9900629,0.516,240.6,0.274181785,0.2575,70.27175,80.0799412
lt_Watershed_1_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_1,262.83,2411256,917.4203858,679767,258.6337176,0.1,0.380474071,27.7,105.3913176,27.8,105.7717917,1.002,26.6,0.101206103,0.1908,5.30424,20.18125785
lt_Watershed_2_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_2,110.68,1032881,933.2137694,234139,211.5458981,0,0,4.7,42.46476328,4.7,42.46476328,1.001,5.2,0.046982291,0.1918,0.90146,8.144741597
lt_Watershed_3_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_3,188.22,1790664,951.3675486,435067,231.1481245,0,0,25.2,133.8858782,25.3,134.4171714,1,24.1,0.128041653,0.1918,4.85254,25.78121347
lt_Watershed_5_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_5,268.63,2753813,1025.132338,846977,315.2950154,0.2,0.744518483,31.9,118.750698,32,119.1229572,0.998,31.5,0.117261661,0.1918,6.1376,22.8477832
lt_Watershed_4_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_4,1345.08,13708196,1019.136111,4507275,335.0934517,0.9,0.669105183,219.6,163.2616647,216.2,160.733934,0.981,214.9,0.159767449,0.1918,41.46716,30.82876855
lt_Watershed_6_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_6,122.51,1216674,993.1221941,369737,301.8014856,0,0,8.1,66.11705167,8.1,66.11705167,1.001,8.7,0.071014611,0.1918,1.55358,12.68125051
lt_Watershed_8_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_8,160.26,1925546,1201.51379,1061294,662.232622,0,0,38.7,241.4825908,38.7,241.4825908,1,37.6,0.234618745,0.1918,7.42266,46.31636091
lt_Watershed_10_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_10,1309.41,15380623,1174.622387,6916828,528.240047,16.2,12.37198433,298.6,228.0416371,271.8,207.5744037,0.864,295.1,0.225368677,0.2127,57.81186,44.15107568
lt_Watershed_9_Blackwood_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_9_Blackwood,2671.07,37575749,1406.767662,23331880,873.503128,4260.2,1594.941353,6360.5,2381.255452,1714.8,641.9899142,0.161,1508,0.564567757,0.4466,765.82968,286.7126957
lt_Watershed_11_General_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_11_General,1819.7,22100076,1214.490081,12110532,665.5235478,73.7,40.50118151,448.3,246.35929,209.6,115.1838215,0.402,236.5,0.129966478,0.3515,73.6744,40.48711326
lt_Watershed_13_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_13,211.44,2173747,1028.06801,1078414,510.0331063,1.6,7.567158532,35.9,169.7881196,37.4,176.8823307,0.997,36.5,0.172625804,0.1873,7.00502,33.13006054
lt_Watershed_14_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_14,246.15,2690698,1093.113142,1141955,463.9264676,0,0,55.7,226.2847857,55.8,226.691042,1.001,51.6,0.209628275,0.1918,10.70244,43.47934186
lt_Watershed_15_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_15,149.32,1489562,997.5636218,600949,402.457139,0,0,22.3,149.3436914,22.3,149.3436914,0.999,21.5,0.14398607,0.1918,4.27714,28.64412001
lt_Watershed_16_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_16,295.18,2955582,1001.281252,1295130,438.759401,0.9,3.048987059,49.5,167.6942882,50.3,170.4044989,1,48.2,0.163290196,0.1898,9.54694,32.3427739
lt_Watershed_17_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_17,386.9,3754816,970.4874645,1385298,358.0506591,3.8,9.821659343,56,144.740243,59.2,153.011114,0.992,55.9,0.144481778,0.1835,10.8632,28.07753942
lt_Watershed_18_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_18,1647.08,20362331,1236.268487,10675663,648.1569201,2388.2,1449.959929,426.1,258.7002453,286.4,173.8834786,0.102,6558074,3981.636593,0.317,90.7888,55.12106273
lt_Watershed_19_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_19,845.73,10312303,1219.337495,5214843,616.6084921,502.7,594.3977392,177.4,209.759616,102.9,121.6700365,0.151,163.3,0.193087628,0.3192,32.84568,38.83707566
lt_Watershed_7_Ward_CurCond.2020.ki5krcs.chn_cs12,CurCond.2020.ki5krcs.chn_cs12,lt_Watershed_7_Ward,2314.23,30688326,1326.070702,17853937,771.4849864,961.4,415.4297542,1192.4,515.246972,1372.4,593.0266222,0.637,1206.9,0.521512555,0.2089,286.69436,123.8832614
